タイトル,年月,売上予測（円）,サービス開始日,サービス終了日,備考
オンエア！,2020/06,15270000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2020/05,25800000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2020/04,29680000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2020/03,10480000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2020/02,13610000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2020/01,22700000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
リボルバーズエイト - リボハチ,2019/10,2850000,2019/1/22,2019/12/26,"無料, 対戦プレイ"
リボルバーズエイト - リボハチ,2019/09,340000,2019/1/22,2019/12/26,"無料, 対戦プレイ"
リボルバーズエイト - リボハチ,2019/08,8240000,2019/1/22,2019/12/26,"無料, 対戦プレイ"
リボルバーズエイト - リボハチ,2019/07,9200000,2019/1/22,2019/12/26,"無料, 対戦プレイ"
リボルバーズエイト - リボハチ,2019/06,7160000,2019/1/22,2019/12/26,"無料, 対戦プレイ"
リボルバーズエイト - リボハチ,2019/05,21090000,2019/1/22,2019/12/26,"無料, 対戦プレイ"
リボルバーズエイト - リボハチ,2019/04,44650000,2019/1/22,2019/12/26,"無料, 対戦プレイ"
リボルバーズエイト - リボハチ,2019/03,78010000,2019/1/22,2019/12/26,"無料, 対戦プレイ"
リボルバーズエイト - リボハチ,2019/02,141000000,2019/1/22,2019/12/26,"無料, 対戦プレイ"
リボルバーズエイト - リボハチ,2019/01,40820000,2019/1/22,2019/12/26,"無料, 対戦プレイ"
ホップステップジャンパーズ,2018/12,21470000,2018/12/5,2020/01/20,無料
ホップステップジャンパーズ,2019/11,790000,2018/12/5,2020/01/20,無料
ホップステップジャンパーズ,2019/10,1850000,2018/12/5,2020/01/20,無料
ホップステップジャンパーズ,2019/09,2330000,2018/12/5,2020/01/20,無料
ホップステップジャンパーズ,2019/08,2710000,2018/12/5,2020/01/20,無料
ホップステップジャンパーズ,2019/07,2010000,2018/12/5,2020/01/20,無料
ホップステップジャンパーズ,2019/06,1050000,2018/12/5,2020/01/20,無料
ホップステップジャンパーズ,2019/02,2090000,2018/12/5,2020/01/20,無料
ホップステップジャンパーズ,2019/01,5780000,2018/12/5,2020/01/20,無料
ワールドエンドヒーローズ,2018/12,12330000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2018/11,56520000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/12,17770000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/11,108000000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/10,4140000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/09,11700000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/08,24110000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/07,32530000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/06,26120000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/05,18260000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/04,15470000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/03,13230000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/02,17170000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2019/01,11290000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2020/05,12710000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2020/04,8140000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2020/03,26620000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2020/02,26700000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ワールドエンドヒーローズ,2020/01,13310000,2018/11/13,2020/08/20,"赤羽根健治, 天崎滉平, 石川界人, 井上和彦, 内田雄馬, 内山昂輝, 梅原裕一郎, 緒方恵美, 岡本信彦, 小林裕介, 櫻井孝宏, 島﨑信長, 杉田智和, 鈴木拡樹, 竹内良太, 野島健児, 日野 聡, 堀江 瞬, 三宅健太, 村瀬 歩, 吉野裕行, 無料, 女性向け, イケメン, 声優"
ArkResona -アークレゾナ-,2019/11,1780000,2019/8/14,2020/01/31,"パズル, 無料"
ArkResona -アークレゾナ-,2019/10,10350000,2019/8/14,2020/01/31,"パズル, 無料"
ArkResona -アークレゾナ-,2019/09,32550000,2019/8/14,2020/01/31,"パズル, 無料"
ArkResona -アークレゾナ-,2019/08,87650000,2019/8/14,2020/01/31,"パズル, 無料"
シンエンレジスト,2018/09,3780000,2018/6/26,2019/04/26,女性向け
シンエンレジスト,2018/08,1890000,2018/6/26,2019/04/26,女性向け
シンエンレジスト,2018/07,14430000,2018/6/26,2019/04/26,女性向け
転生したらスライムだった件 ～魔国連邦創世記～,2018/12,256000000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2018/11,156000000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/12,20390000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/11,36070000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/10,6380000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/09,13490000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/08,30570000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/07,47210000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/06,48510000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/05,33250000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/04,40460000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/03,80240000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/02,106000000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2019/01,161000000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/12,12080000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/11,29440000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/10,25750000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/09,19830000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/08,22900000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/07,30490000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/06,35070000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/05,25520000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/04,19630000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/03,33540000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/02,31810000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2020/01,24140000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2021/12,34390000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2021/11,31560000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2021/10,80510000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2021/09,84920000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
転生したらスライムだった件 ～魔国連邦創世記～,2021/08,61740000,2018/10/30,2024/05/27,"アニメ/コミック,原作モノ"
