年月,タイトル,売上予測（円）,サービス開始日,サービス終了日,備考
2023-06-01,かみながしじま 〜輪廻の巫女〜,20910000.0,2023-06-06,2024-02-15,"対戦プレイ, 無料, ホラー/オカルト"
2023-07-01,かみながしじま 〜輪廻の巫女〜,18470000.0,2023-06-06,2024-02-15,"対戦プレイ, 無料, ホラー/オカルト"
2023-08-01,かみながしじま 〜輪廻の巫女〜,4090000.0,2023-06-06,2024-02-15,"対戦プレイ, 無料, ホラー/オカルト"
2023-09-01,かみながしじま 〜輪廻の巫女〜,610000.0,2023-06-06,2024-02-15,"対戦プレイ, 無料, ホラー/オカルト"
2023-10-01,かみながしじま 〜輪廻の巫女〜,1120000.0,2023-06-06,2024-02-15,"対戦プレイ, 無料, ホラー/オカルト"
2023-11-01,かみながしじま 〜輪廻の巫女〜,9040000.0,2023-06-06,2024-02-15,"対戦プレイ, 無料, ホラー/オカルト"
2023-12-01,かみながしじま 〜輪廻の巫女〜,9040000.0,2023-06-06,2024-02-15,"対戦プレイ, 無料, ホラー/オカルト"
2024-01-01,かみながしじま 〜輪廻の巫女〜,9040000.0,2023-06-06,2024-02-15,"対戦プレイ, 無料, ホラー/オカルト"
2024-02-01,かみながしじま 〜輪廻の巫女〜,9040000.0,2023-06-06,2024-02-15,"対戦プレイ, 無料, ホラー/オカルト"
2022-06-01,からかい上手の高木さん キュンキュンレコーズ,22060000.0,2022-06-08,2023-03-29,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
2022-07-01,からかい上手の高木さん キュンキュンレコーズ,12830000.0,2022-06-08,2023-03-29,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
2022-08-01,からかい上手の高木さん キュンキュンレコーズ,8890000.0,2022-06-08,2023-03-29,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
2022-09-01,からかい上手の高木さん キュンキュンレコーズ,4360000.0,2022-06-08,2023-03-29,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
2022-10-01,からかい上手の高木さん キュンキュンレコーズ,6030000.0,2022-06-08,2023-03-29,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
2022-11-01,からかい上手の高木さん キュンキュンレコーズ,3270000.0,2022-06-08,2023-03-29,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
2022-12-01,からかい上手の高木さん キュンキュンレコーズ,5610000.0,2022-06-08,2023-03-29,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
2023-01-01,からかい上手の高木さん キュンキュンレコーズ,11650000.0,2022-06-08,2023-03-29,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
2023-02-01,からかい上手の高木さん キュンキュンレコーズ,640000.0,2022-06-08,2023-03-29,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
2023-03-01,からかい上手の高木さん キュンキュンレコーズ,8371111.111111111,2022-06-08,2023-03-29,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
2015-12-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-01-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-02-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-03-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-04-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-05-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-06-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-07-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-08-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-09-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-10-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-11-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2016-12-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-01-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-02-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-03-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-04-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-05-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-06-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-07-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-08-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-09-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-10-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-11-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-12-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-01-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-02-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-03-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-04-01,かんぱにガールズ ファンタジーRPG,3910000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-05-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-06-01,かんぱにガールズ ファンタジーRPG,30940000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-07-01,かんぱにガールズ ファンタジーRPG,32920000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-08-01,かんぱにガールズ ファンタジーRPG,6430000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-09-01,かんぱにガールズ ファンタジーRPG,24750000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-10-01,かんぱにガールズ ファンタジーRPG,10890000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-11-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2018-12-01,かんぱにガールズ ファンタジーRPG,8750000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-01-01,かんぱにガールズ ファンタジーRPG,1660000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-02-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-03-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-04-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-05-01,かんぱにガールズ ファンタジーRPG,8620000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-06-01,かんぱにガールズ ファンタジーRPG,13050000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-07-01,かんぱにガールズ ファンタジーRPG,12090000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-08-01,かんぱにガールズ ファンタジーRPG,10300000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-09-01,かんぱにガールズ ファンタジーRPG,48510000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-10-01,かんぱにガールズ ファンタジーRPG,2240000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-11-01,かんぱにガールズ ファンタジーRPG,6600000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2019-12-01,かんぱにガールズ ファンタジーRPG,3210000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-01-01,かんぱにガールズ ファンタジーRPG,2460000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-02-01,かんぱにガールズ ファンタジーRPG,230000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-03-01,かんぱにガールズ ファンタジーRPG,1580000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-04-01,かんぱにガールズ ファンタジーRPG,630000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-05-01,かんぱにガールズ ファンタジーRPG,1410000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-06-01,かんぱにガールズ ファンタジーRPG,2210000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-07-01,かんぱにガールズ ファンタジーRPG,1090000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-08-01,かんぱにガールズ ファンタジーRPG,500000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-09-01,かんぱにガールズ ファンタジーRPG,5540000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-10-01,かんぱにガールズ ファンタジーRPG,810000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-11-01,かんぱにガールズ ファンタジーRPG,530000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2020-12-01,かんぱにガールズ ファンタジーRPG,460000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2021-01-01,かんぱにガールズ ファンタジーRPG,1070000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2021-02-01,かんぱにガールズ ファンタジーRPG,700000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2021-03-01,かんぱにガールズ ファンタジーRPG,1550000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2021-04-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2021-05-01,かんぱにガールズ ファンタジーRPG,1480000.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2021-06-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2021-07-01,かんぱにガールズ ファンタジーRPG,7722500.0,2015-12-14,2021-07-12,"ファンタジー,無料"
2017-12-01,きららファンタジア,78261694.91525424,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-01-01,きららファンタジア,175000000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-02-01,きららファンタジア,77700000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-03-01,きららファンタジア,151000000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-04-01,きららファンタジア,61780000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-05-01,きららファンタジア,62790000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-06-01,きららファンタジア,61920000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-07-01,きららファンタジア,138000000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-08-01,きららファンタジア,166000000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-09-01,きららファンタジア,84720000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-10-01,きららファンタジア,102000000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-11-01,きららファンタジア,207000000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2018-12-01,きららファンタジア,233000000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-01-01,きららファンタジア,128000000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-02-01,きららファンタジア,73050000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-03-01,きららファンタジア,91170000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-04-01,きららファンタジア,95700000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-05-01,きららファンタジア,76100000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-06-01,きららファンタジア,72160000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-07-01,きららファンタジア,81670000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-08-01,きららファンタジア,153000000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-09-01,きららファンタジア,94740000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-10-01,きららファンタジア,77100000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-11-01,きららファンタジア,83090000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2019-12-01,きららファンタジア,136000000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-01-01,きららファンタジア,46620000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-02-01,きららファンタジア,64110000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-03-01,きららファンタジア,67970000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-04-01,きららファンタジア,54700000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-05-01,きららファンタジア,48380000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-06-01,きららファンタジア,64450000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-07-01,きららファンタジア,56160000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-08-01,きららファンタジア,84470000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-09-01,きららファンタジア,71410000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-10-01,きららファンタジア,79250000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-11-01,きららファンタジア,47530000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2020-12-01,きららファンタジア,97800000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-01-01,きららファンタジア,40890000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-02-01,きららファンタジア,48900000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-03-01,きららファンタジア,47370000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-04-01,きららファンタジア,55220000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-05-01,きららファンタジア,47780000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-06-01,きららファンタジア,64900000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-07-01,きららファンタジア,65570000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-08-01,きららファンタジア,72420000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-09-01,きららファンタジア,39840000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-10-01,きららファンタジア,50910000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-11-01,きららファンタジア,50610000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2021-12-01,きららファンタジア,81790000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2022-01-01,きららファンタジア,59050000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
2022-02-01,きららファンタジア,39090000.0,2017-12-11,2023-02-28,"無料, アニメ/コミック, 原作モノ, 日本"
