タイトル,年月,発売日,サービス終了日,売上予測（円）,備考
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Apr-19,2018/5/8,2021/11/30,1680000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Mar-19,2018/5/8,2021/11/30,17110000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Feb-19,2018/5/8,2021/11/30,18280000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Jan-19,2018/5/8,2021/11/30,9640000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Dec-20,2018/5/8,2021/11/30,3680000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Nov-20,2018/5/8,2021/11/30,4760000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Oct-20,2018/5/8,2021/11/30,6710000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Sep-20,2018/5/8,2021/11/30,4930000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Aug-20,2018/5/8,2021/11/30,4190000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Jul-20,2018/5/8,2021/11/30,7550000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Jun-20,2018/5/8,2021/11/30,8780000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,May-20,2018/5/8,2021/11/30,7320000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Apr-20,2018/5/8,2021/11/30,10350000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Mar-20,2018/5/8,2021/11/30,12710000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Feb-20,2018/5/8,2021/11/30,11570000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Jan-20,2018/5/8,2021/11/30,8090000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Nov-21,2018/5/8,2021/11/30,620000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Oct-21,2018/5/8,2021/11/30,9950000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Sep-21,2018/5/8,2021/11/30,940000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Aug-21,2018/5/8,2021/11/30,780000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Jul-21,2018/5/8,2021/11/30,3570000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Jun-21,2018/5/8,2021/11/30,5120000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,May-21,2018/5/8,2021/11/30,2210000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Apr-21,2018/5/8,2021/11/30,2330000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Mar-21,2018/5/8,2021/11/30,5530000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Feb-21,2018/5/8,2021/11/30,4060000,"無料, ファンタジー"
ポポロクロイス物語 ～ナルシアの涙と妖精の笛,Jan-21,2018/5/8,2021/11/30,2140000,"無料, ファンタジー"
三極ジャスティス,Nov-18,2018/6/1,2019/2/28,5750000,無料
三極ジャスティス,Oct-18,2018/6/1,2019/2/28,9430000,無料
三極ジャスティス,Sep-18,2018/6/1,2019/2/28,16710000,無料
三極ジャスティス,Aug-18,2018/6/1,2019/2/28,6960000,無料
三極ジャスティス,Jul-18,2018/6/1,2019/2/28,5240000,無料
三極ジャスティス,Jun-18,2018/6/1,2019/2/28,66460000,無料
LINE：ディズニー トイカンパニー,Nov-19,2019/4/18,2019/12/4,30000,"アニメ/コミック, ほのぼの, 原作モノ, 無料, パズル"
LINE：ディズニー トイカンパニー,Sep-19,2019/4/18,2019/12/4,20000,"アニメ/コミック, ほのぼの, 原作モノ, 無料, パズル"
LINE：ディズニー トイカンパニー,Aug-19,2019/4/18,2019/12/4,220000,"アニメ/コミック, ほのぼの, 原作モノ, 無料, パズル"
LINE：ディズニー トイカンパニー,Jul-19,2019/4/18,2019/12/4,530000,"アニメ/コミック, ほのぼの, 原作モノ, 無料, パズル"
LINE：ディズニー トイカンパニー,Jun-19,2019/4/18,2019/12/4,380000,"アニメ/コミック, ほのぼの, 原作モノ, 無料, パズル"
LINE：ディズニー トイカンパニー,Apr-19,2019/4/18,2019/12/4,10150000,"アニメ/コミック, ほのぼの, 原作モノ, 無料, パズル"
アルテイルNEO,Nov-18,2018/10/25,2019/11/29,50430000,"ファンタジー, カード, 無料"
アルテイルNEO,Oct-18,2018/10/25,2019/11/29,22140000,"ファンタジー, カード, 無料"
アルテイルNEO,Oct-19,2018/10/25,2019/11/29,120000,"ファンタジー, カード, 無料"
アルテイルNEO,Sep-19,2018/10/25,2019/11/29,80000,"ファンタジー, カード, 無料"
アルテイルNEO,Aug-19,2018/10/25,2019/11/29,2350000,"ファンタジー, カード, 無料"
アルテイルNEO,Jul-19,2018/10/25,2019/11/29,760000,"ファンタジー, カード, 無料"
アルテイルNEO,Jun-19,2018/10/25,2019/11/29,1640000,"ファンタジー, カード, 無料"
アルテイルNEO,Apr-19,2018/10/25,2019/11/29,3490000,"ファンタジー, カード, 無料"
アルテイルNEO,Feb-19,2018/10/25,2019/11/29,6090000,"ファンタジー, カード, 無料"
スヌーピー ライフ,Dec-18,2018/1/24,2022/8/29,64280000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Nov-18,2018/1/24,2022/8/29,69620000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Oct-18,2018/1/24,2022/8/29,97530000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Sep-18,2018/1/24,2022/8/29,98680000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Aug-18,2018/1/24,2022/8/29,129000000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Jul-18,2018/1/24,2022/8/29,122000000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Jun-18,2018/1/24,2022/8/29,131000000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,May-18,2018/1/24,2022/8/29,150000000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Apr-18,2018/1/24,2022/8/29,121000000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Mar-18,2018/1/24,2022/8/29,75120000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Feb-18,2018/1/24,2022/8/29,82900000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Jan-18,2018/1/24,2022/8/29,13730000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Dec-19,2018/1/24,2022/8/29,37450000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Nov-19,2018/1/24,2022/8/29,37810000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Oct-19,2018/1/24,2022/8/29,42400000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Sep-19,2018/1/24,2022/8/29,51330000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Aug-19,2018/1/24,2022/8/29,55080000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Jul-19,2018/1/24,2022/8/29,57880000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Jun-19,2018/1/24,2022/8/29,50060000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,May-19,2018/1/24,2022/8/29,60840000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Apr-19,2018/1/24,2022/8/29,53840000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Mar-19,2018/1/24,2022/8/29,66920000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Feb-19,2018/1/24,2022/8/29,65080000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Jan-19,2018/1/24,2022/8/29,73160000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Dec-20,2018/1/24,2022/8/29,9630000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Nov-20,2018/1/24,2022/8/29,11330000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
スヌーピー ライフ,Oct-20,2018/1/24,2022/8/29,12610000,"アニメ/コミック, 原作モノ, 無料, プレイ人数：1人"
